ML#,City,Zip Code,List Price,Original List Price,Close Price,Legal Subdivision,Status,Date Quarter,Close Date,DOMM,DOMP,Baths All,Bedrooms,Condo Coop Fee,HOA Fee,Lot Sqft,Total Square Footage,Type,Parking,Has Garage
MC8221127,GAITHERSBURG,20886,159900,159900,152000,MCKENDREE,SOLD,1,1/10/2014,10,10,3,3,,135.45,0,0,Townhouse,"Assigned, Surface",FALSE
MC8240489,GAITHERSBURG,20886,60000,60000,62000,THOMAS CHOICE GARDNS COD,SOLD,1,1/10/2014,2,2,1,1,440.56,,,802,Garden 1-4 Floors,"Gen Comm Elem, Unassigned",FALSE
MC8221614,SILVER SPRING,20902,324950,324950,320000,GLEN HAVEN,SOLD,1,1/11/2014,7,7,3,4,,,7047,0,Detached,Drvwy/Off Str,FALSE
MC8035220,CHEVY CHASE,20815,1850000,1950000,1630000,SOMERSET HEIGHTS,SOLD,1,1/13/2014,224,224,4,6,,,19713,4199,Detached,Garage,TRUE
MC8214591,BETHESDA,20814,1239000,1250000,1200000,PARKWOOD,SOLD,1,1/13/2014,47,47,6,6,,,7052,0,Detached,Garage,TRUE
MC8191871,SILVER SPRING,20910,779000,779000,769000,WOODSIDE PARK,SOLD,1,1/13/2014,47,47,4,4,,,8441,2493,Detached,Drvwy/Off Str,FALSE
MC8252571,CLARKSBURG,20871,754225,754225,754225,CLARKSBURG VILLAGE,SOLD,1,1/13/2014,0,0,5,4,,76,10852,0,Detached,Garage,TRUE
MC8252228,BETHESDA,20817,712500,712500,712500,WOODHAVEN,SOLD,1,1/13/2014,0,0,3,4,,,9000,0,Detached,Garage,TRUE
MC8252544,CLARKSBURG,20871,579990,579990,579990,CLARKSBURG VILLAGE,SOLD,1,1/13/2014,0,0,4,4,,76,4000,0,Detached,Garage,TRUE
MC8180868,GAITHERSBURG,20877,444900,459000,435000,HIDDEN CREEK,SOLD,1,1/13/2014,73,73,5,3,,121.7,2291,3088,Townhouse,Garage,TRUE
MC8233805,SILVER SPRING,20910,425000,425000,425000,CRESCENT CODM,SOLD,1,1/13/2014,2,2,2,2,576,,,1268,Hi-Rise 9+ Floors,"Garage, Prk Space Cnvys, Assigned",TRUE
MC8198329,BETHESDA,20817,269900,279000,255000,LAKESIDE TERRACE,SOLD,1,1/13/2014,73,73,2,3,901,,,1464,Hi-Rise 9+ Floors,Covered Parking,FALSE
MC9002883,SILVER SPRING,20910,254900,254000,250000,MICA CODM @ SILVER SPRIN,SOLD,1,1/13/2014,51,51,1,1,520.32,,,890,Hi-Rise 9+ Floors,Garage,TRUE
MC8170207,ROCKVILLE,20855,774900,815236,750000,,SOLD,1,1/14/2014,55,55,5,4,,80,16553,0,Detached,"Drvwy/Off Str, Garage",TRUE
MC8120643,BETHESDA,20816,635000,635000,605000,BETHESDA OUT RES.(2),SOLD,1,1/14/2014,68,68,1,2,,,12196,0,Detached,"Off Site Parking, Surface",FALSE
MC8235174,SILVER SPRING,20910,495000,495000,490000,SILVER SPRING,SOLD,1,1/14/2014,6,6,1,3,,,6141,0,Detached,Garage,TRUE
MC8218193,SILVER SPRING,20903,415000,449999,380000,CREST PARK,SOLD,1,1/14/2014,48,53,3,4,,,9714,0,Detached,Faces Front,FALSE
MC8213773,SILVER SPRING,20902,399000,399000,390000,GLEN HAVEN,SOLD,1,1/14/2014,17,64,2,4,,,6600,0,Detached,Drvwy/Off Str,FALSE
MC8232265,SILVER SPRING,20901,399000,399000,390000,BURNT MILLS MANOR,SOLD,1,1/14/2014,6,6,4,5,,,10184,0,Detached,Drvwy/Off Str,FALSE
MC8178799,SILVER SPRING,20902,379900,399900,375000,MCKENNY HILLS,SOLD,1,1/14/2014,92,150,2,3,,,8667,1584,Detached,"Drvwy/Off Str, Street",FALSE
MC8213965,OLNEY,20832,349900,349900,340000,CHERRYWOOD,SOLD,1,1/14/2014,40,94,4,3,,216,1600,0,Townhouse,"Garage, Drvwy/Off Str, Assigned",TRUE
MC8176800,POOLESVILLE,20837,290000,339900,280000,WESMOND,SOLD,1,1/14/2014,106,106,3,3,,,11788,1978,Detached,Carport,FALSE
MC8200409,GERMANTOWN,20874,229900,239900,215000,GUNNERS LAKE VILLAGE,SOLD,1,1/14/2014,74,74,2,2,,65,1300,0,Townhouse,Assigned,FALSE
MC8231470,GAITHERSBURG,20882,199900,199900,210500,DAMASCUS OUTSIDE,SOLD,1,1/14/2014,9,9,2,3,,,22102,1568,Detached,"Drvwy/Off Str, Garage, Street",TRUE
MC8239171,SILVER SPRING,20906,99900,99900,97900,MONTGOMERY MUTUAL COOP,SOLD,1,1/14/2014,14,14,2,2,766,0,,1308,Garden 1-4 Floors,Assigned,FALSE
MC8201749,BETHESDA,20817,1849000,1849000,1780000,COHASSET,SOLD,1,1/15/2014,35,35,7,6,,,9297,6743,Detached,Garage,TRUE
MC8178091,BETHESDA,20816,1795000,1795000,1775000,GLEN ECHO HEIGHTS,SOLD,1,1/15/2014,51,51,6,6,,,12075,5672,Detached,"Garage, Paved Driveway, Garage Door Opener, Faces Front",TRUE
MC8231696,POTOMAC,20854,1150000,1150000,1077000,BEDFORDSHIRE,SOLD,1,1/15/2014,19,93,5,6,,149,11657,5535,Detached,"Garage, Handicap Parking, Additional Storage Area, Paved Driveway, Faces Front, Asphalt Driveway, Surface, Heated, Heated",TRUE
MC8197808,POTOMAC,20854,875000,875000,895000,BEVERLY FARMS,SOLD,1,1/15/2014,34,34,4,5,,,31235,0,Detached,Garage,TRUE
MC8213628,SILVER SPRING,20910,837000,837000,799000,SILVER SPRING,SOLD,1,1/15/2014,26,26,3,5,,,10900,2900,Detached,"Drvwy/Off Str, Gravel Driveway",FALSE
MC8224491,ROCKVILLE,20850,789000,789000,767000,FALLS GROVE,SOLD,1,1/15/2014,5,5,3,3,,330.78,2838,2647,Townhouse,"Garage Door Opener, Garage",TRUE
MC8181091,GAITHERSBURG,20878,779000,795000,754000,LAKELANDS,SOLD,1,1/15/2014,90,165,4,4,,90,5068,3320,Detached,Garage,TRUE
MC8236293,BETHESDA,20816,779000,779000,786000,WESTBARD MEWS,SOLD,1,1/15/2014,3,3,4,3,450,,,2781,Attach/Row Hse,Assigned,FALSE
MC8166165,BETHESDA,20817,725000,749900,685000,ASHBURTON,SOLD,1,1/15/2014,101,101,4,4,,0,8163,3048,Detached,Drvwy/Off Str,FALSE
MC8232363,TAKOMA PARK,20912,699900,719900,699900,TAKOMA PARK,SOLD,1,1/15/2014,6,6,3,4,,,9021,2563,Detached,"Drvwy/Off Str, Free",FALSE
MC8238653,TAKOMA PARK,20912,699900,699900,705000,TAKOMA PARK,SOLD,1,1/15/2014,5,5,3,4,,,8720,2600,Detached,Drvwy/Off Str,FALSE
MC8192900,KENSINGTON,20895,619000,659000,620000,PARKWOOD,SOLD,1,1/15/2014,77,77,2,3,,,8434,1480,Detached,"Brick Driveway, Carport",FALSE
MC8226963,SILVER SPRING,20906,599000,625000,585000,WHEATON OUT RES. (2),SOLD,1,1/15/2014,24,24,5,5,,50,10943,4807,Detached,Garage,TRUE
MC8234794,SILVER SPRING,20901,585000,585000,590000,NORTH HILLS,SOLD,1,1/15/2014,16,16,3,3,,,7446,2200,Detached,Street,FALSE
MC8175284,CLARKSBURG,20871,554900,585900,520000,CLARKSBURG RIDGE,SOLD,1,1/15/2014,70,70,5,4,,65.8,5843,0,Detached,Garage,TRUE
MC8197365,SILVER SPRING,20905,479000,489000,470000,PEACH ORCHARD HEIGHTS,SOLD,1,1/15/2014,66,66,3,4,,,24525,2624,Detached,Garage,TRUE
MC8225074,SILVER SPRING,20902,409900,419000,405000,WESTCHESTER,SOLD,1,1/15/2014,34,34,4,3,,54,1800,0,Townhouse,"Drvwy/Off Str, Garage",TRUE
MC8182616,SILVER SPRING,20904,399990,425000,365000,FAIRVIEW ESTATES,SOLD,1,1/15/2014,66,66,3,5,,,10423,0,Detached,"Carport, Covered Parking",FALSE
MC8110221,GERMANTOWN,20874,399900,425000,390000,CHURCHILL TOWN SECTOR,SOLD,1,1/15/2014,124,124,3,4,,89,7156,2457,Detached,Garage,TRUE
MC8132235,GAITHERSBURG,20878,385000,399000,370000,LAKELAND RIDGE CODM,SOLD,1,1/15/2014,68,68,2,2,318.04,89.87,,1901,Garden 1-4 Floors,"Garage, Assigned",TRUE
MC8238338,SILVER SPRING,20902,385000,385000,400000,ARCOLA,SOLD,1,1/15/2014,6,6,4,3,,104,1905,0,Townhouse,"Garage, Paved Driveway",TRUE
MC8186473,DAMASCUS,20872,384900,399000,385000,DAMASCUS OUTSIDE,SOLD,1,1/15/2014,56,56,3,4,,,19700,0,Detached,"Drvwy/Off Str, Paved Driveway",FALSE
MC8221144,SILVER SPRING,20905,330000,330000,285000,OAK SPRINGS,SOLD,1,1/15/2014,25,25,3,4,,,16863,0,Detached,"Garage, Drvwy/Off Str",TRUE
MC8225464,GERMANTOWN,20874,314000,314000,310000,CLOVERLEAF CENTER II COD,SOLD,1,1/15/2014,17,93,3,3,104.2,,,1584,Attach/Row Hse,"Drvwy/Off Str, Garage",TRUE
MC8187087,SILVER SPRING,20906,299900,349900,275000,GREENS AT LEISURE WORLD ,SOLD,1,1/15/2014,56,56,3,3,698,,,1650,Multi-Family,Garage,TRUE
MC8176732,ROCKVILLE,20850,295000,299000,294000,BURGUNDY KNOLLS TH,SOLD,1,1/15/2014,85,85,4,3,,202.86,1652,0,Townhouse,Unassigned,FALSE
MC8207212,GAITHERSBURG,20877,259000,259000,254000,AUDUBON SQUARE,SOLD,1,1/15/2014,7,7,4,3,,160,2250,0,Townhouse,Drvwy/Off Str,FALSE
MC8221675,ROCKVILLE,20853,199900,199900,189000,NORTH CREEK PLACE CODM,SOLD,1,1/15/2014,40,40,1,2,390,,,1082,Garden 1-4 Floors,Assigned,FALSE
MC8240508,SILVER SPRING,20906,119800,119800,110000,ROSSMOOR MUTUAL #15,SOLD,1,1/15/2014,8,8,2,2,624,0,,1412,Garden 1-4 Floors,Carport,FALSE
MC8238559,SILVER SPRING,20906,68000,68000,68000,MONTGOMERY MUTUAL COOP,SOLD,1,1/15/2014,3,3,1,2,710,0,,1200,Garden 1-4 Floors,Assigned,FALSE
MC8229920,BETHESDA,20817,749000,749000,739000,MERRIMACK PARK,SOLD,1,1/16/2014,41,41,3,3,,,8616,0,Detached,"Garage, Drvwy/Off Str",TRUE
MC8214991,SILVER SPRING,20904,610000,610000,601000,FAIRLAND ESTATES,SOLD,1,1/16/2014,0,0,4,5,,,19996,0,Detached,"Drvwy/Off Str, Garage",TRUE
MC8229262,TAKOMA PARK,20912,569999,569999,588750,TAKOMA PARK,SOLD,1,1/16/2014,6,6,3,4,,,7800,0,Detached,Drvwy/Off Str,FALSE
MC8210593,NORTH BETHESDA,20852,499900,499900,491900,GALLERY AT WHITE FLINT P,SOLD,1,1/16/2014,33,33,2,2,491,,,1318,Hi-Rise 9+ Floors,"Assigned, Garage",TRUE
MC8227744,SILVER SPRING,20910,479000,479000,479000,THE LOFTS 24 CODM,SOLD,1,1/16/2014,7,7,2,2,504,,,1526,Garden 1-4 Floors,Assigned,FALSE
MC8242038,TAKOMA PARK,20912,399000,399000,385000,FLOWER AVE PARK,SOLD,1,1/16/2014,19,19,3,7,,,6489,0,Detached,Street,FALSE
MC8210287,SILVER SPRING,20904,359900,359900,359900,CALVERTON,SOLD,1,1/16/2014,13,13,3,3,,,9130,0,Detached,Drvwy/Off Str,FALSE
MC8235339,GERMANTOWN,20874,335000,329900,330000,CHURCHILL TWN SECTOR TH,SOLD,1,1/16/2014,3,18,4,3,,78,1760,0,Townhouse,Street,FALSE
MC8122395,SILVER SPRING,20906,325000,350000,325000,GREENWOOD KNOLLS,SOLD,1,1/16/2014,154,154,2,3,,,7516,0,Detached,"Drvwy/Off Str, Paved Driveway, Private 1-10 Spaces, Faces Front, Asphalt Driveway",FALSE
MC8091469,ROCKVILLE,20852,285000,319000,280000,10101 GROSVENOR PARK COD,SOLD,1,1/16/2014,179,184,1,1,403,0,,904,Hi-Rise 9+ Floors,"Assigned, Covered Parking, Garage Door Opener",TRUE
MC8236649,DAMASCUS,20872,189990,189990,172000,DAMASCUS VALLEY PARK,SOLD,1,1/16/2014,10,10,2,3,,65,1520,1220,Townhouse,Assigned,FALSE
MC8237694,GAITHERSBURG,20879,124000,124000,114000,SUMMER RIDGE CODM,SOLD,1,1/16/2014,5,5,1,1,201,,,785,Garden 1-4 Floors,Assigned,FALSE
MC8222724,BETHESDA,20817,2195000,2195000,2100000,POTOMAC OUTSIDE,SOLD,1,1/17/2014,52,663,9,7,,,43560,14220,Detached,"Drvwy/Off Str, DW - Circular, Garage, Garage Door Opener, Additional Storage Area",TRUE
MC9003795,CHEVY CHASE,20815,895000,925000,895000,CHEVY CHASE SEC 4-B,SOLD,1,1/17/2014,53,53,4,3,,,6500,0,Detached,"Garage, Drvwy/Off Str, Street",TRUE
MC8153295,POTOMAC,20854,889000,929000,865000,CONCORD,SOLD,1,1/17/2014,126,126,3,4,,,21500,0,Detached,Garage,TRUE
MC8196311,BETHESDA,20816,849500,940000,840000,GLEN ECHO HEIGHTS,SOLD,1,1/17/2014,64,64,3,5,,,11130,2500,Detached,"Drvwy/Off Str, Street",FALSE
MC8236167,SILVER SPRING,20910,819500,819000,805000,DILLES ADD TO LINDEN,SOLD,1,1/17/2014,8,8,4,4,,,9777,4600,Detached,Concrete Driveway,FALSE
MC8225324,ROCKVILLE,20850,795000,805000,780000,FALLSMEAD,SOLD,1,1/17/2014,26,26,3,5,,92,8681,2740,Detached,Garage,TRUE
MC8226063,POTOMAC,20854,724990,724990,700000,GLEN PARK,SOLD,1,1/17/2014,26,26,3,4,,,17577,0,Detached,Garage,TRUE
MC8230220,SILVER SPRING,20905,685000,695000,675600,OLD SALEM VILLAGE,SOLD,1,1/17/2014,22,137,4,4,,60,21878,0,Detached,"Garage, Drvwy/Off Str",TRUE
MC8221166,ROCKVILLE,20852,669900,679000,669900,TIMBERLAWN,SOLD,1,1/17/2014,27,27,4,3,,84,2962,2364,Townhouse,Garage,TRUE
MC8224820,SILVER SPRING,20910,649000,649000,632500,ROSEMARY HILLS,SOLD,1,1/17/2014,12,12,4,3,,,9951,0,Detached,Drvwy/Off Str,FALSE
MC8239161,POTOMAC,20854,615000,632500,625000,REGENT PARK,SOLD,1,1/17/2014,7,7,3,4,,,9000,0,Detached,"Paved Driveway, Drvwy/Off Str",FALSE
MC8124907,CABIN JOHN,20818,585000,650000,586000,CABIN JOHN PARK,SOLD,1,1/17/2014,169,169,2,3,,,5103,0,Detached,Drvwy/Off Str,FALSE
MC8235843,ROCKVILLE,20851,564900,564900,564900,PT ROCKVILLE TWN RES. 3,SOLD,1,1/17/2014,2,2,3,3,,405,2125,0,Townhouse,"Garage, Garage Door Opener",TRUE
MC8212746,DERWOOD,20855,540295,540295,539545,PIEDMONT CROSSING,SOLD,1,1/17/2014,63,63,4,3,,100,2957,2500,Townhouse,Garage,TRUE
MC8220325,GAITHERSBURG,20878,537500,537500,535750,QUINCE ORCHARD PARK,SOLD,1,1/17/2014,6,6,4,3,,83,2850,0,Townhouse,"Garage, Drvwy/Off Str",TRUE
MC8229325,KENSINGTON,20895,475000,475000,475000,PARKWOOD,SOLD,1,1/17/2014,3,3,1,3,,,8627,1188,Detached,"Free, Street",FALSE
MC8170510,GERMANTOWN,20874,465000,465000,443000,BROWNSTOWN ESTATES,SOLD,1,1/17/2014,108,108,3,4,,48,8629,0,Detached,Garage,TRUE
MC8321956,CLARKSBURG,20871,463000,463000,462726,CLARKSBURG VILLAGE,SOLD,1,1/17/2014,0,0,5,4,,,2110,0,Townhouse,"Drvwy/Off Str, Garage",TRUE
MC8186766,SILVER SPRING,20902,449000,499500,407000,ARCOLA,SOLD,1,1/17/2014,99,99,2,4,,,20000,0,Detached,"Drvwy/Off Str, Street",FALSE
MC8218988,OLNEY,20832,425000,435000,403000,OLNEY MILL,SOLD,1,1/17/2014,20,20,3,3,,55,15921,0,Detached,Garage,TRUE
MC8222450,SILVER SPRING,20906,400000,400000,388000,TURNBERRY COURTS AT LEIS,SOLD,1,1/17/2014,26,26,2,2,626,0,,1601,Hi-Rise 9+ Floors,Garage,TRUE
MC8239185,SILVER SPRING,20901,400000,400000,403000,FOREST KNOLLS,SOLD,1,1/17/2014,9,9,3,4,,,9282,0,Detached,Drvwy/Off Str,FALSE
MC8185517,GAITHERSBURG,20878,379999,384999,370000,FERNSHIRE FARMS,SOLD,1,1/17/2014,84,84,4,3,,67,2000,0,Townhouse,"Drvwy/Off Str, Garage",TRUE
MC8221656,ROCKVILLE,20853,369900,379900,358500,ROYAL VIEW,SOLD,1,1/17/2014,20,20,3,4,,,7936,0,Detached,Drvwy/Off Str,FALSE
MC8236214,GAITHERSBURG,20878,359900,359900,352300,WARTHER,SOLD,1,1/17/2014,3,3,3,3,,51,2765,0,Townhouse,"Assigned, Drvwy/Off Str",FALSE
MC8240652,ROCKVILLE,20853,343000,343000,343000,ASPEN HILL PARK,SOLD,1,1/17/2014,9,9,3,3,,,6930,0,Detached,Drvwy/Off Str,FALSE
MC8189031,ROCKVILLE,20852,339000,399000,335000,MIDTOWN BETHESDA NORTH C,SOLD,1,1/17/2014,72,72,1,1,523.77,,,1075,Hi-Rise 9+ Floors,Garage,TRUE
MC8124966,SILVER SPRING,20901,329900,350000,330000,MCDONALD KNOLLS,SOLD,1,1/17/2014,142,142,2,4,,,6761,0,Detached,Drvwy/Off Str,FALSE
MC8237408,SILVER SPRING,20906,329900,329900,330000,HARMONY HILLS,SOLD,1,1/17/2014,7,7,2,3,,,6600,0,Detached,Drvwy/Off Str,FALSE
MC8182388,GAITHERSBURG,20877,299000,309000,275000,GAITHERSBURG TOWN,SOLD,1,1/17/2014,105,105,2,3,,,6791,0,Detached,"Garage, Paved Driveway, Street, Asphalt Driveway",TRUE
MC8243510,GERMANTOWN,20874,259900,259900,259000,PLEASANT FIELDS,SOLD,1,1/17/2014,2,2,4,4,,76,2046,0,Attach/Row Hse,Assigned,FALSE
MC8238331,SILVER SPRING,20910,250000,250000,245000,CHEVY CHASE CREST,SOLD,1,1/17/2014,7,7,1,2,285,,,720,Attach/Row Hse,"Drvwy/Off Str, Unassigned",FALSE
MC8239810,SILVER SPRING,20902,224000,224000,215000,AMERICANA FINMARK,SOLD,1,1/17/2014,14,14,2,2,514,,,1047,Garden 1-4 Floors,Unassigned,FALSE
MC8239482,GAITHERSBURG,20886,214900,214900,200000,WALKERS RIDGE-MONTG VILL,SOLD,1,1/17/2014,8,8,3,3,,311,1058,0,Townhouse,Drvwy/Off Str,FALSE
MC8160452,SILVER SPRING,20906,200000,245000,165000,FAIRWAYS SOUTH,SOLD,1,1/17/2014,134,253,2,2,605,0,,1420,Hi-Rise 9+ Floors,Garage,TRUE
MC8224266,SILVER SPRING,20906,185000,185000,170000,FAIRWAYS SOUTH,SOLD,1,1/17/2014,38,38,2,2,694,,,1138,Hi-Rise 9+ Floors,Garage,TRUE
MC8236016,BETHESDA,20814,172500,172500,168500,PROMENADE TOWERS COOP,SOLD,1,1/17/2014,8,8,1,1,975.06,0,,981,Hi-Rise 9+ Floors,"Assigned, Garage",TRUE
MC8235771,MONTGOMERY VILLAGE,20886,169000,169000,171500,CLUBSIDE,SOLD,1,1/17/2014,9,9,2,2,,314.37,968,0,Back-to-Back,"Unassigned, Street",FALSE
MC8209016,BETHESDA,20814,149000,149000,148000,,SOLD,1,1/17/2014,8,8,1,1,639.32,,,630,Hi-Rise 9+ Floors,"Assigned, Garage",TRUE
MC8202585,SILVER SPRING,20904,142500,147500,146000,COLUMBIA TOWERS,SOLD,1,1/17/2014,68,68,2,2,429,,,1068,Hi-Rise 9+ Floors,"Free, Gen Comm Elem",FALSE
MC8177285,SILVER SPRING,20906,129900,129000,126500,TURNBERRY COURTS AT LEIS,SOLD,1,1/17/2014,52,52,1,1,462,0,,896,Garden 1-4 Floors,"Garage, Prk Space Cnvys, Surface, Unassigned",TRUE
MC8232427,GAITHERSBURG,20879,105000,105000,106000,SUMMER RIDGE CODM,SOLD,1,1/17/2014,5,5,1,1,206,0,,0,Garden 1-4 Floors,Assigned,FALSE
MC8185317,SILVER SPRING,20906,339900,359900,333000,CONN AVE ESTATES,SOLD,1,1/20/2014,73,73,2,3,,,6300,0,Detached,Street,FALSE
MC8224961,MONTGOMERY VILLAGE,20886,235000,235000,235000,MARYLAND PLACE,SOLD,1,1/20/2014,4,4,3,3,,267,1400,0,Townhouse,Unassigned,FALSE
MC8243423,ROCKVILLE,20852,180000,180000,218000,WHITE FLINT STATION CODM,SOLD,1,1/20/2014,9,9,1,1,280.97,,,629,Garden 1-4 Floors,Garage,TRUE
MC8216199,BETHESDA,20816,1275000,1275000,1250000,WESTMORELAND HILLS,SOLD,1,1/21/2014,12,12,4,4,,,6001,0,Detached,"Paved Driveway, Street",FALSE
MC8033098,POTOMAC,20854,1195000,1250000,1160000,POTOMAC VILLAGE,SOLD,1,1/21/2014,166,166,6,5,,,21530,0,Detached,"DW - Circular, Garage",TRUE
MC8192634,BETHESDA,20817,1050000,1095000,1050000,BRADLEY MANOR,SOLD,1,1/21/2014,39,39,5,5,,,18965,4662,Detached,"Drvwy/Off Str, Garage",TRUE
MC8040189,BETHESDA,20816,749900,889900,723000,GLEN MAR PARK,SOLD,1,1/21/2014,244,244,2,3,,,7550,2229,Detached,Street,FALSE
MC8237795,OLNEY,20832,619900,619900,605000,WILLIAMSBURG VILLAGE,SOLD,1,1/21/2014,10,10,3,4,,,30242,0,Detached,Drvwy/Off Str,FALSE
MC8191800,DAMASCUS,20872,610000,610000,610000,KINGS BRIDGE,SOLD,1,1/21/2014,71,71,4,4,,37,15344,0,Detached,"Drvwy/Off Str, Garage",TRUE
MC8168262,KENSINGTON,20895,607000,639999,607000,HOMEWOOD,SOLD,1,1/21/2014,59,59,3,4,,,8449,0,Detached,Street,FALSE
MC8234583,BETHESDA,20817,589000,589000,589000,WILDWOOD HILLS,SOLD,1,1/21/2014,3,62,4,4,,339,1813,0,Townhouse,Assigned,FALSE
MC8143353,KENSINGTON,20895,579000,610000,581500,KENSINGTON,SOLD,1,1/21/2014,109,109,3,3,,,10002,0,Detached,Drvwy/Off Str,FALSE
MC8238965,CHEVY CHASE,20815,569000,569000,560000,KENWOOD FOREST II,SOLD,1,1/21/2014,6,6,3,2,215,,,944,Townhouse,"Unassigned, Permit Required",FALSE
MC8172010,NORTH POTOMAC,20878,499900,549900,490000,MILLS FARM,SOLD,1,1/21/2014,99,99,3,4,,,11686,0,Detached,Garage,TRUE
MC8224008,MONTGOMERY VILLAGE,20886,429900,440000,420000,FAIRIDGE,SOLD,1,1/21/2014,22,22,3,5,,308.2,11179,0,Detached,"Drvwy/Off Str, Garage, Street, Garage Door Opener, Asphalt Driveway",TRUE
MC8219709,SILVER SPRING,20905,425000,425000,415000,PEACHWOOD,SOLD,1,1/21/2014,29,29,3,3,,,13145,0,Detached,"Garage, Drvwy/Off Str",TRUE
MC8216387,OLNEY,20832,389900,389900,368000,WILLIAMSBURG VILLAGE,SOLD,1,1/21/2014,22,22,2,3,,56,10800,1824,Detached,"Drvwy/Off Str, Garage",TRUE
MC8193435,GERMANTOWN,20874,389000,425000,370000,KINGSVIEW KNOLLS,SOLD,1,1/21/2014,96,96,3,4,,,20000,1988,Detached,Garage,TRUE
MC8225671,KENSINGTON,20895,380000,380000,355000,HOMEWOOD,SOLD,1,1/21/2014,25,25,1,3,,,9348,0,Detached,"Drvwy/Off Str, Garage",TRUE
MC8221045,SILVER SPRING,20901,370000,370000,365000,SEVEN OAKS,SOLD,1,1/21/2014,38,38,1,3,,,5399,1287,Detached,Drvwy/Off Str,FALSE
MC8231060,SILVER SPRING,20906,365000,365000,365000,ROSSMOOR MUTUAL #15,SOLD,1,1/21/2014,1,1,2,3,735,0,,1251,Patio Home,Garage,TRUE
MC8191248,ROCKVILLE,20853,350000,350000,343000,ROCK CREEK MANOR,SOLD,1,1/21/2014,78,78,4,3,,50,1887,2056,Townhouse,"Assigned, Faces Front",FALSE
MC8220109,SILVER SPRING,20901,340000,350000,335000,DUMONT OAKS,SOLD,1,1/21/2014,41,41,4,3,,67.7,2137,0,Townhouse,Unassigned,FALSE
MC8176074,BETHESDA,20817,334000,349000,305000,WESTLAKE PARK BLDG B COD,SOLD,1,1/21/2014,67,67,2,2,1092,0,,1618,Hi-Rise 9+ Floors,"Free, Surface",FALSE
MC8233384,SILVER SPRING,20910,325000,325000,329500,SILVERTON CODM,SOLD,1,1/21/2014,7,7,1,1,326.18,,,940,Garden 1-4 Floors,"Garage, Assigned, Prk Space Cnvys",TRUE
MC8181056,TAKOMA PARK,20912,259500,259500,264500,TAKOMA PARK,SOLD,1,1/21/2014,89,89,2,2,418,,,1160,Hi-Rise 9+ Floors,"Assigned, Lmt Comm Elem, Permit Required",FALSE
MC8220405,GERMANTOWN,20874,179000,179000,179000,SENECA KNOLLS CODM,SOLD,1,1/21/2014,4,4,2,2,234,,,1073,Garden 1-4 Floors,Assigned,FALSE
MC8240173,POTOMAC,20854,915000,915000,865000,WILLIAMSBURG GARDENS,SOLD,1,1/22/2014,30,30,5,5,,,33750,0,Detached,"Garage, Garage Door Opener, Paved Driveway",TRUE
MC8230591,OLNEY,20832,679000,679000,650000,BARNSLEY MANOR ESTATES,SOLD,1,1/22/2014,14,14,4,4,,57.5,15700,3750,Detached,"Drvwy/Off Str, Garage, Garage Door Opener",TRUE
MC8209080,NORTH POTOMAC,20878,658500,658500,640000,DUFIEF MILL ESTATES,SOLD,1,1/22/2014,24,160,4,5,,39,12076,3956,Detached,"Garage, Garage Door Opener",TRUE
MC8225056,BOYDS,20841,629000,629000,586000,HOYLES MILL VILLAGE,SOLD,1,1/22/2014,22,22,4,5,,59,17056,3916,Detached,Garage,TRUE
MC8220970,GERMANTOWN,20876,485000,485000,480000,SENECA PARK NORTH,SOLD,1,1/22/2014,37,37,4,4,,75,8037,0,Detached,"Drvwy/Off Str, Garage",TRUE
MC8120735,BETHESDA,20817,409000,448000,390000,WESTLAKE PARK BLDG B COD,SOLD,1,1/22/2014,185,185,2,3,1136,0,,1618,Hi-Rise 9+ Floors,"Garage, Private 11+ Spaces, Handicap Parking, Garage Door Opener, Additional Storage Area",TRUE
MC8235197,SILVER SPRING,20901,399000,399000,410000,BALLANTRAE,SOLD,1,1/22/2014,14,14,2,4,,,8102,0,Detached,Street,FALSE
MC8117981,ROCKVILLE,20852,254900,279900,249000,MIRAMONT VILLAS CODM,SOLD,1,1/22/2014,170,170,2,1,305.59,,,938,Mid-Rise 5-8 Floors,Free,FALSE
MC8229941,OLNEY,20832,214238,214238,216000,FAIR HILL CODM,SOLD,1,1/22/2014,5,5,3,2,269.5,90,,1137,Garden 1-4 Floors,Assigned,FALSE
MC8203422,SILVER SPRING,20904,99900,99900,99900,TIERS AT SIL SPRG CODM,SOLD,1,1/22/2014,38,38,1,1,223,,,0,Garden 1-4 Floors,Assigned,FALSE
MC8174591,BETHESDA,20817,1099000,1099000,1025000,KAFAUVER TRACT,SOLD,1,1/23/2014,104,250,5,4,,,37761,0,Detached,"Garage, Garage Door Opener",TRUE
MC9003412,KENSINGTON,20895,590000,590000,595000,PARKWOOD,SOLD,1,1/23/2014,28,84,2,3,,,7526,1600,Detached,Street,FALSE
MC8210464,ASHTON,20861,550000,550000,550000,OLNEY OUT RES (3),SOLD,1,1/23/2014,21,21,3,3,,,194713,3171,Detached,"Drvwy/Off Str, DW - Circular, Garage",TRUE
MC8215606,SILVER SPRING,20906,449500,449500,449500,LAYHILL SOUTH,SOLD,1,1/23/2014,42,91,3,4,,,9533,0,Detached,"Off Site Parking, Paved Driveway",FALSE
